Id,Symbol,Name,Display Symbol,Exchange,Portfolio,Currency,Shares Owned,Cost Per Share,Commission,Transaction Date,Transaction Time,Purchase Exchange Rate,Type,Accounting,Accounting Execution Ids,Notes,OutgoingCashLink
"541","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","FHSA","USD","300","27.3","9.95","2026-05-06 GMT+0200","18:13:00",,"Sell","FIFO",,,

"542","USD=CASH","USD",,,"FHSA","USD",,,,,,,,,,,
"543","USD=CASH","USD",,,"FHSA","USD","0.0001","0","0","2026-03-03 GMT+0200","16:22:00",,"Buy",,,,

"544","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD",,,,,,,,,,,
"545","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","19","80.56","9.95","2023-10-17 GMT+0200","15:30:00","1.36144","Buy",,,,
"546","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","16","91.425","9.95","2023-11-30 GMT+0200","16:41:00","1.35902","Buy",,,,
"547","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","9.04","0","0","2023-12-29 GMT+0200","17:54:00","1.5719","Dividend","FIFO",,,
"548","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","18","119.74","9.95","2024-02-16 GMT+0200","18:29:00","1.34653","Buy",,,,
"549","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","17.79","0","0","2024-03-26 GMT+0200","16:31:00","1.59303","Dividend","FIFO",,,
"550","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","15.18","0","0","2024-07-03 GMT+0200","03:46:00","1.60672","Dividend","FIFO",,,
"551","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","8.67","0","0","2024-10-01 GMT+0200","20:48:00","1.59631","Dividend","FIFO",,,
"552","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","14.45","0","0","2024-12-31 GMT+0200","16:38:00","1.69066","Dividend","FIFO",,,
"553","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","22.24","0","0","2025-04-01 GMT+0200","20:04:00","0","Dividend","FIFO",,,
"554","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","25.82","0","0","2025-07-02 GMT+0200","22:00:00",,"Dividend","FIFO",,,
"555","SPXL","Direxion Daily S&P 500 Bull 3X ",,"PCX","FHSA","USD","7.75","0","0","2025-12-31 GMT+0200","22:58:00",,"Dividend","FIFO",,,

"556","CAD=CASH","CAD",,,"FHSA","CAD",,,,,,,,,,,
"557","CAD=CASH","CAD",,,"FHSA","CAD","24.34","0","0","2026-03-03 GMT+0200","18:07:00",,"Buy",,,,

"558","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD",,,,,,,,,,,
"559","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","42","47.17","9.95","2023-11-30 GMT+0200","16:43:00","0","Buy",,,,
"560","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","38.43","0","0","2024-03-01 GMT+0200","21:27:00","0","Dividend","FIFO",,,
"561","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","38.43","0","0","2024-06-04 GMT+0200","03:47:00","0","Dividend","FIFO",,,
"562","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","38.43","0","0","2024-09-03 GMT+0200","20:49:00","0","Dividend","FIFO",,,
"563","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","38.43","0","0","2024-12-02 GMT+0200","23:07:00","0","Dividend","FIFO",,,
"564","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","40","62.47","9.95","2025-01-10 GMT+0200","18:56:00","0","Buy",,,,
"565","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","77.29","0","0","2025-03-03 GMT+0200","19:31:00","0","Dividend","FIFO",,,
"566","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","77.29","0","0","2025-06-02 GMT+0200","17:28:00","0","Dividend","FIFO",,,
"567","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","77.29","0","0","2025-09-02 GMT+0200","21:59:00",,"Dividend","FIFO",,,
"568","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","77.29","0","0","2025-12-01 GMT+0200","22:58:00",,"Dividend","FIFO",,,
"569","ENB.TO","Enbridge Inc",,"TOR","FHSA","CAD","79.54","0","0","2026-03-02 GMT+0200","22:57:00",,"Dividend","FIFO",,,

"570","UDOW","ProShares UltraPro Dow30",,"PCX","FHSA","USD",,,,,,,,,,,
"571","UDOW","ProShares UltraPro Dow30",,"PCX","FHSA","USD","43","90.22","9.95","2025-01-10 GMT+0200","18:57:00","1.44016","Buy",,,,
"572","UDOW","ProShares UltraPro Dow30",,"PCX","FHSA","USD","11.6","0","0","2025-04-01 GMT+0200","20:04:00","0","Dividend","FIFO",,,
"573","UDOW","ProShares UltraPro Dow30",,"PCX","FHSA","USD","15.92","0","0","2025-07-02 GMT+0200","22:00:00",,"Dividend","FIFO",,,
"574","UDOW","ProShares UltraPro Dow30",,"PCX","FHSA","USD","13.62","0","0","2025-09-30 GMT+0200","21:59:00",,"Dividend","FIFO",,,
"575","UDOW","ProShares UltraPro Dow30",,"PCX","FHSA","USD","2","1","0","2025-11-20 GMT+0200","11:43:00","0","Split",,,,
"576","UDOW","ProShares UltraPro Dow30",,"PCX","FHSA","USD","14.27","0","0","2025-12-31 GMT+0200","22:58:00",,"Dividend","FIFO",,,

"577","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","FHSA","USD",,,,,,,,,,,
"578","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","FHSA","USD","3","189.2883","9.95","2023-07-07 GMT+0200","19:17:00","1.33654","Buy",,,,
"579","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","FHSA","USD","3","233.4799","9.95","2023-12-29 GMT+0200","20:19:00","1.32296","Buy",,,,
"580","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","FHSA","USD","7","206.94","9.95","2024-01-04 GMT+0200","20:20:00","1.33477","Buy",,,,
"581","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","FHSA","USD","7","324.92","9.95","2024-02-16 GMT+0200","20:21:00","1.34653","Buy",,,,
"582","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","FHSA","USD","0","439.126","0","2025-05-16 GMT+0200","16:25:00","0","Sell All","FIFO",,,

"583","FNGB","Bank Of Montreal MicroSectors F",,"PCX","FHSA","USD",,,,,,,,,,,

"584","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","FHSA","CAD",,,,,,,,,,,
"585","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","FHSA","CAD","434","26.27","9.95","2026-05-07 GMT+0200","18:44:00",,"Buy",,,,

"586","CAD=CASH","CAD",,,"RRSP","CAD",,,,,,,,,,,
"587","CAD=CASH","CAD",,,"RRSP","CAD","0.001","0","0","2026-03-03 GMT+0200","18:49:00",,"Buy",,,,

"588","PLTR","Palantir Technologies Inc.",,"NMS","RRSP","USD",,,,,,,,,,,
"589","PLTR","Palantir Technologies Inc.",,"NMS","RRSP","USD","47","42.69","9.95","2024-10-21 GMT+0200","21:32:00","1.37996","Buy",,,,
"590","PLTR","Palantir Technologies Inc.",,"NMS","RRSP","USD","47","105.44","9.95","2025-02-20 GMT+0200","16:37:00","0","Sell All","FIFO",,,

"591","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","RRSP","CAD",,,,,,,,,,,
"592","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","RRSP","CAD","284","21.74","9.95","2024-10-21 GMT+0200","21:32:00","0","Buy",,,,
"593","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","RRSP","CAD","158.47","0","0","2024-12-31 GMT+0200","16:40:00","0","Dividend","FIFO",,,
"594","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","RRSP","CAD","174.52","0","0","2025-03-29 GMT+0200","18:33:00","0","Dividend","FIFO",,,
"595","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","RRSP","CAD","127.8","0","0","2025-04-17 GMT+0200","17:30:00","0","Dividend","FIFO",,,
"596","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","RRSP","CAD","161","0","0","2025-06-30 GMT+0200","22:05:00",,"Dividend","FIFO",,,
"597","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","RRSP","CAD","147.88","0","0","2025-09-30 GMT+0200","22:03:00",,"Dividend","FIFO",,,
"598","TXF.TO","Ci Tech Giants Covered Call Etf",,"TOR","RRSP","CAD","214.96","0","0","2025-12-31 GMT+0200","23:03:00",,"Dividend","FIFO",,,

"599","SOUN","SoundHound AI, Inc.",,"NGM","RRSP","USD",,,,,,,,,,,
"600","SOUN","SoundHound AI, Inc.",,"NGM","RRSP","USD","276","10.89","9.95","2025-02-20 GMT+0200","18:34:00","0","Buy",,,,
"601","SOUN","SoundHound AI, Inc.",,"NGM","RRSP","USD","276","8.03","9.95","2026-04-28 GMT+0200","20:09:00",,"Sell","FIFO",,,

"602","UDOW","ProShares UltraPro Dow30",,"PCX","RRSP","USD",,,,,,,,,,,
"603","UDOW","ProShares UltraPro Dow30",,"PCX","RRSP","USD","18","103.01","9.95","2025-02-20 GMT+0200","18:34:00","0","Buy",,,,
"604","UDOW","ProShares UltraPro Dow30",,"PCX","RRSP","USD","5.71","0","0","2025-04-01 GMT+0200","20:05:00","0","Dividend","FIFO",,,
"605","UDOW","ProShares UltraPro Dow30",,"PCX","RRSP","USD","7.84","0","0","2025-07-02 GMT+0200","22:05:00",,"Dividend","FIFO",,,
"606","UDOW","ProShares UltraPro Dow30",,"PCX","RRSP","USD","8.14","0","0","2025-09-30 GMT+0200","22:04:00",,"Dividend","FIFO",,,
"607","UDOW","ProShares UltraPro Dow30",,"PCX","RRSP","USD","2","1","0","2025-11-20 GMT+0200","20:15:00","0","Split",,,,
"608","UDOW","ProShares UltraPro Dow30",,"PCX","RRSP","USD","7.09","0","0","2025-12-31 GMT+0200","23:04:00",,"Dividend","FIFO",,,

"609","USD=CASH","USD",,,"RRSP","USD",,,,,,,,,,,
"610","USD=CASH","USD",,,"RRSP","USD","7685.47","0","0","2026-03-03 GMT+0200","19:35:00",,"Buy",,,,

"611","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","RRSP","USD",,,,,,,,,,,
"612","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","RRSP","USD","14","363.88","9.95","2025-04-30 GMT+0200","16:02:00","0","Buy",,,,
"613","FNGA","MicroSectors FANG Index 3X Lev",,"PCX","RRSP","USD","0","434.126","0","2025-05-16 GMT+0200","16:28:00","0","Sell All","FIFO",,,

"614","FNGB","Bank Of Montreal MicroSectors F",,"PCX","RRSP","USD",,,,,,,,,,,

"615","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","RRSP","USD",,,,,,,,,,,
"616","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","RRSP","USD","326","19.26","9.95","2025-05-16 GMT+0200","16:22:00","0","Buy",,,,
"617","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","RRSP","USD","270","27.16","9.95","2026-05-06 GMT+0200","18:06:00",,"Sell","FIFO",,,

"618","TSM","Taiwan Semiconductor Manufactur",,"NYQ","RRSP","USD",,,,,,,,,,,
"619","TSM","Taiwan Semiconductor Manufactur",,"NYQ","RRSP","USD","6","391.46","9.95","2026-04-28 GMT+0200","20:11:00",,"Buy",,,,

"620","BTC-CAD","Bitcoin",,"CryptoCompare","Crypto","CAD",,,,,,,,,,,
"621","BTC-CAD","Bitcoin",,"CryptoCompare","Crypto","CAD","0.000448","55774.78","0","2022-01-05 GMT+0200","17:35:00","0","Buy",,,,
"622","BTC-CAD","Bitcoin",,"CryptoCompare","Crypto","CAD","0.000452","55354.26","0","2022-01-06 GMT+0200","21:39:00","0","Buy",,,,

"623","ETH-CAD","Ethereum",,"CryptoCompare","Crypto","CAD",,,,,,,,,,,
"624","ETH-CAD","Ethereum",,"CryptoCompare","Crypto","CAD","0.005532","4519.52","0","2022-01-05 GMT+0200","21:41:00","0","Buy",,,,
"625","ETH-CAD","Ethereum",,"CryptoCompare","Crypto","CAD","0.005684","4397.64","0","2022-01-06 GMT+0200","21:42:00","0","Buy",,,,
"626","ETH-CAD","Ethereum",,"CryptoCompare","Crypto","CAD","0.00685","4379.4","0","2022-01-06 GMT+0200","21:43:00","0","Buy",,,,
"627","ETH-CAD","Ethereum",,"CryptoCompare","Crypto","CAD","0.007668","3912.41","0","2022-02-05 GMT+0200","21:43:00","0","Buy",,,,
