Id,Symbol,Name,Display Symbol,Exchange,Portfolio,Currency,Shares Owned,Cost Per Share,Commission,Transaction Date,Transaction Time,Purchase Exchange Rate,Type,Accounting,Accounting Execution Ids,Notes,OutgoingCashLink
"167","ZBH","Zimmer Biomet Holdings, Inc.","Zimmer Biometric Holdings Inc","NYQ","TFSA","USD","0.62","0","0","2020-10-31 GMT+0200","05:25:00",,"Dividend","FIFO",,,
"168","ZBH","Zimmer Biomet Holdings, Inc.","Zimmer Biometric Holdings Inc","NYQ","TFSA","USD","0.62","0","0","2021-01-29 GMT+0200","07:02:00",,"Dividend","FIFO",,,
"169","ZBH","Zimmer Biomet Holdings, Inc.","Zimmer Biometric Holdings Inc","NYQ","TFSA","USD","0.62","0","0","2021-07-30 GMT+0200","21:14:00",,"Dividend","FIFO",,,
"170","ZBH","Zimmer Biomet Holdings, Inc.","Zimmer Biometric Holdings Inc","NYQ","TFSA","USD","3","146.9801","9.95","2021-09-07 GMT+0200","21:21:00",,"Sell","FIFO",,,

"171","BABA","Alibaba Group Holding Limited","Alibaba Group Holdings","NYQ","TFSA","USD",,,,,,,,,,,
"172","BABA","Alibaba Group Holding Limited","Alibaba Group Holdings","NYQ","TFSA","USD","2","254.87","9.95","2020-07-20 GMT+0200","06:00:00",,"Buy",,,,
"173","BABA","Alibaba Group Holding Limited","Alibaba Group Holdings","NYQ","TFSA","USD","2","156.3401","9.95","2021-09-16 GMT+0200","20:02:00","0","Sell All","FIFO",,,

"174","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD",,,,,,,,,,,
"175","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","1","461.2","9.95","2020-08-14 GMT+0200","15:30:00","1.32234","Buy",,,,
"176","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2020-09-24 GMT+0200","21:09:00",,"Dividend","FIFO",,,
"177","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2020-12-31 GMT+0200","20:32:00",,"Dividend","FIFO",,,
"178","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2021-03-31 GMT+0200","20:13:00",,"Dividend","FIFO",,,
"179","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2021-07-02 GMT+0200","17:11:00",,"Dividend","FIFO",,,
"180","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","4","1","0","2021-07-19 GMT+0200","18:51:00",,"Split",,,,
"181","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2021-09-23 GMT+0200","16:22:00",,"Dividend","FIFO",,,
"182","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2021-12-23 GMT+0200","16:57:00",,"Dividend","FIFO",,,
"183","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2022-03-24 GMT+0200","15:42:00",,"Dividend","FIFO",,,
"184","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2022-07-04 GMT+0200","20:54:00",,"Dividend","FIFO",,,
"185","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2022-09-29 GMT+0200","06:28:00","0","Dividend","FIFO",,,
"186","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2022-12-22 GMT+0200","18:04:00","0","Dividend","FIFO",,,
"187","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2023-03-29 GMT+0200","16:28:00","0","Dividend","FIFO",,,
"188","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2023-06-30 GMT+0200","18:34:00","0","Dividend","FIFO",,,
"189","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2023-09-28 GMT+0200","19:13:00","0","Dividend","FIFO",,,
"190","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2023-12-28 GMT+0200","17:56:00","0","Dividend","FIFO",,,
"191","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.14","0","0","2024-03-27 GMT+0200","16:27:00","0","Dividend","FIFO",,,
"192","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","10","1","0","2024-06-10 GMT+0200","16:04:00","0","Split",,,,
"193","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.34","0","0","2024-10-03 GMT+0200","20:41:00","0","Dividend","FIFO",,,
"194","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.34","0","0","2024-12-27 GMT+0200","16:19:00","0","Dividend","FIFO",,,
"195","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.34","0","0","2025-04-02 GMT+0200","20:00:00","0","Dividend","FIFO",,,
"196","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.34","0","0","2025-07-03 GMT+0200","21:44:00",,"Dividend","FIFO",,,
"197","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.34","0","0","2025-10-02 GMT+0200","21:35:00",,"Dividend","FIFO",,,
"198","NVDA","NVIDIA Corporation","Nvidia ","NMS","TFSA","USD","0.34","0","0","2025-12-29 GMT+0200","22:29:00",,"Dividend","FIFO",,,

"199","AAPL","Apple Inc.","Apple","NMS","TFSA","USD",,,,,,,,,,,
"200","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","1","458.76","9.95","2020-08-14 GMT+0200","16:59:00","1.32233","Buy",,,,
"201","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","4","1","0","2020-08-31 GMT+0200","17:00:00",,"Split",,,,
"202","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.7","0","0","2020-11-12 GMT+0200","16:39:00",,"Dividend","FIFO",,,
"203","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.7","0","0","2021-02-12 GMT+0200","03:57:00",,"Dividend","FIFO",,,
"204","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.75","0","0","2021-05-13 GMT+0200","15:51:00",,"Dividend","FIFO",,,
"205","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.75","0","0","2021-08-12 GMT+0200","21:13:00",,"Dividend","FIFO",,,
"206","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.75","0","0","2021-11-11 GMT+0200","17:56:00",,"Dividend","FIFO",,,
"207","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.75","0","0","2022-02-12 GMT+0200","04:34:00",,"Dividend","FIFO",,,
"208","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.79","0","0","2022-05-12 GMT+0200","16:15:00",,"Dividend","FIFO",,,
"209","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.79","0","0","2022-08-11 GMT+0200","15:46:00","0","Dividend","FIFO",,,
"210","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.79","0","0","2022-11-10 GMT+0200","07:31:00","0","Dividend","FIFO",,,
"211","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.79","0","0","2023-02-16 GMT+0200","23:22:00","0","Dividend","FIFO",,,
"212","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.82","0","0","2023-05-18 GMT+0200","22:18:00","0","Dividend","FIFO",,,
"213","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.82","0","0","2023-08-17 GMT+0200","16:00:00","0","Dividend","FIFO",,,
"214","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.82","0","0","2023-11-16 GMT+0200","17:31:00","0","Dividend","FIFO",,,
"215","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.82","0","0","2024-02-15 GMT+0200","16:25:00","0","Dividend","FIFO",,,
"216","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.85","0","0","2024-05-16 GMT+0200","19:05:00","0","Dividend","FIFO",,,
"217","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.85","0","0","2024-08-16 GMT+0200","03:42:00","0","Dividend","FIFO",,,
"218","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.85","0","0","2024-11-14 GMT+0200","16:53:00","0","Dividend","FIFO",,,
"219","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.85","0","0","2025-02-13 GMT+0200","18:22:00","0","Dividend","FIFO",,,
"220","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.89","0","0","2025-05-15 GMT+0200","17:19:00","0","Dividend","FIFO",,,
"221","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.89","0","0","2025-08-14 GMT+0200","21:42:00",,"Dividend","FIFO",,,
"222","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.89","0","0","2025-11-13 GMT+0200","22:33:00",,"Dividend","FIFO",,,
"223","AAPL","Apple Inc.","Apple","NMS","TFSA","USD","0.89","0","0","2026-02-12 GMT+0200","22:25:00",,"Dividend","FIFO",,,

"224","TSLA","Tesla, Inc.",,"NMS","TFSA","USD",,,,,,,,,,,
"225","TSLA","Tesla, Inc.",,"NMS","TFSA","USD","2","444.89","9.95","2020-08-31 GMT+0200","15:36:00","1.30819","Buy",,,,
"226","TSLA","Tesla, Inc.",,"NMS","TFSA","USD","1","594.44","9.95","2021-03-08 GMT+0200","18:16:00","1.26326","Buy",,,,
"227","TSLA","Tesla, Inc.",,"NMS","TFSA","USD","3","1","0","2022-08-25 GMT+0200","15:44:00",,"Split",,,,
"228","TSLA","Tesla, Inc.",,"NMS","TFSA","USD","5","393.12","9.95","2025-01-07 GMT+0200","21:24:00","1.43386","Buy",,,,

"229","XPEV","XPeng Inc.",,"NYQ","TFSA","USD",,,,,,,,,,,
"230","XPEV","XPeng Inc.",,"NYQ","TFSA","USD","8","62.0089","9.95","2020-12-01 GMT+0200","16:32:00",,"Buy",,,,
"231","XPEV","XPeng Inc.",,"NYQ","TFSA","USD","8","37.52","9.95","2021-09-16 GMT+0200","20:05:00",,"Sell","FIFO",,,

"232","BNS","Bank Nova Scotia Halifax Pfd 3","Bank of Nova Scotia","NYQ","TFSA","USD",,,,,,,,,,,

"233","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD",,,,,,,,,,,
"234","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","14","67.84","9.95","2021-01-04 GMT+0200","17:17:00",,"Buy",,,,
"235","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","5","73","9.95","2021-02-23 GMT+0200","16:30:00",,"Buy",,,,
"236","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","17.1","0","0","2021-04-29 GMT+0200","00:48:00",,"Dividend","FIFO",,,
"237","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","17.1","0","0","2021-07-28 GMT+0200","20:34:00",,"Dividend","FIFO",,,
"238","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","17.1","0","0","2021-10-27 GMT+0200","16:47:00",,"Dividend","FIFO",,,
"239","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","19","0","0","2022-01-28 GMT+0200","00:21:00",,"Dividend","FIFO",,,
"240","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","19","0","0","2022-04-27 GMT+0200","15:43:00",,"Dividend","FIFO",,,
"241","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","19.57","0","0","2022-07-27 GMT+0200","20:54:00",,"Dividend","FIFO",,,
"242","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","19.57","0","0","2022-10-27 GMT+0200","06:30:00","0","Dividend","FIFO",,,
"243","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","19.57","0","0","2023-01-28 GMT+0200","04:24:00","0","Dividend","FIFO",,,
"244","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","19.57","0","0","2023-04-26 GMT+0200","23:15:00","0","Dividend","FIFO",,,
"245","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","20.14","0","0","2023-07-27 GMT+0200","15:33:00","0","Dividend","FIFO",,,
"246","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","20.14","0","0","2023-10-27 GMT+0200","21:02:00","0","Dividend","FIFO",,,
"247","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","20.14","0","0","2024-01-29 GMT+0200","22:00:00","0","Dividend","FIFO",,,
"248","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","20.14","0","0","2024-04-26 GMT+0200","21:43:00","0","Dividend","FIFO",,,
"249","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","20.14","0","0","2024-07-30 GMT+0200","03:43:00","0","Dividend","FIFO",,,
"250","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","20.14","0","0","2024-10-29 GMT+0200","15:54:00","0","Dividend","FIFO",,,
"251","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","20.14","0","0","2025-01-29 GMT+0200","16:54:00","0","Dividend","FIFO",,,
"252","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","20.14","0","0","2025-04-28 GMT+0200","19:59:00","0","Dividend","FIFO",,,
"253","BNS.TO","Bank Of Nova Scotia",,"TOR","TFSA","CAD","0","69.38","9.95","2025-05-02 GMT+0200","16:36:00","0","Sell All","FIFO",,,

"254","NLS","Nautilus, Inc.","Nautilus","NYQ","TFSA","USD",,,,,,,,,,,
"255","NLS","Nautilus, Inc.","Nautilus","NYQ","TFSA","USD","26","18.8399","9.95","2021-01-04 GMT+0200","17:38:00",,"Buy",,,,
"256","NLS","Nautilus, Inc.","Nautilus","NYQ","TFSA","USD","15","29.4034","9.95","2021-02-17 GMT+0200","21:34:00",,"Buy",,,,
"257","NLS","Nautilus, Inc.","Nautilus","NYQ","TFSA","USD","41","12.03","9.95","2021-08-17 GMT+0200","20:02:00",,"Sell","FIFO",,,

"258","APHA","Aphria Inc.","Aphria ","NMS","TFSA","USD",,,,,,,,,,,
"259","APHA","Aphria Inc.","Aphria ","NMS","TFSA","USD","68","7.3099","9.95","2021-01-04 GMT+0200","17:42:00",,"Buy",,,,
"260","APHA","Aphria Inc.","Aphria ","NMS","TFSA","USD","30","19.6878","9.95","2021-02-11 GMT+0200","17:06:00","0","Sell All","FIFO",,,
"261","APHA","Aphria Inc.","Aphria ","NMS","TFSA","USD","28","20.8","9.95","2021-02-16 GMT+0200","20:47:00",,"Buy",,,,
"262","APHA","Aphria Inc.","Aphria ","NMS","TFSA","USD","66","13.27","0","2021-05-05 GMT+0200","16:30:00","0","Sell All","FIFO",,,

"263","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD",,,,,,,,,,,
"264","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","12","49.9676","9.95","2021-01-04 GMT+0200","17:45:00",,"Buy",,,,
"265","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","6.11","0","0","2021-03-31 GMT+0200","20:13:00",,"Dividend","FIFO",,,
"266","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","5.94","0","0","2021-06-30 GMT+0200","17:09:00",,"Dividend","FIFO",,,
"267","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","6.06","0","0","2021-09-29 GMT+0200","16:21:00",,"Dividend","FIFO",,,
"268","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","6.12","0","0","2021-12-31 GMT+0200","17:28:00",,"Dividend","FIFO",,,
"269","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","6.57","0","0","2022-03-31 GMT+0200","15:41:00","0","Dividend","FIFO",,,
"270","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","1.5","1","0","2022-06-10 GMT+0200","06:52:00","0","Split",,,,
"271","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","6.88","0","0","2023-09-29 GMT+0200","19:13:00","0","Dividend","FIFO",,,
"272","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","7.04","0","0","2023-12-29 GMT+0200","17:55:00","0","Dividend","FIFO",,,
"273","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","7.26","0","0","2024-09-27 GMT+0200","20:43:00","0","Dividend","FIFO",,,
"274","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","6.76","0","0","2024-12-31 GMT+0200","16:17:00","0","Dividend","FIFO",,,
"275","BIP","Brookfield Infrastructure Partn","Brookfield Infrastructure Partners","NYQ","TFSA","USD","18","33.61","9.95","2025-01-24 GMT+0200","21:28:00","0","Sell All","FIFO",,,

"276","SONY","Sony Group Corporation",,"NYQ","TFSA","USD",,,,,,,,,,,
"277","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","4","76.9799","9.95","2020-07-20 GMT+0200","15:30:00",,"Buy",,,,
"278","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","0.72","0","0","2020-12-09 GMT+0200","23:26:00",,"Dividend","FIFO",,,
"279","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","0.83","0","0","2021-06-04 GMT+0200","16:16:00",,"Dividend","FIFO",,,
"280","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","0.78","0","0","2021-12-08 GMT+0200","17:56:00",,"Dividend","FIFO",,,
"281","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","0.78","0","0","2022-06-10 GMT+0200","20:56:00",,"Dividend","FIFO",,,
"282","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","0.76","0","0","2022-12-08 GMT+0200","18:05:00","0","Dividend","FIFO",,,
"283","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","0.84","0","0","2023-06-12 GMT+0200","15:11:00","0","Dividend","FIFO",,,
"284","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","0.8","0","0","2023-12-12 GMT+0200","17:28:00","0","Dividend","FIFO",,,
"285","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","0.83","0","0","2024-06-20 GMT+0200","22:24:00","0","Dividend","FIFO",,,
"286","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","5","1","0","2024-10-08 GMT+0200","16:54:00","0","Split",,,,
"287","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","0.97","0","0","2024-12-12 GMT+0200","23:06:00","0","Dividend","FIFO",,,
"288","SONY","Sony Group Corporation",,"NYQ","TFSA","USD","0","20.77","9.95","2025-01-24 GMT+0200","21:31:00","0","Sell All","FIFO",,,

"289","TLRY","Tilray Brands, Inc.","Tilray","NMS","TFSA","USD",,,,,,,,,,,
"290","TLRY","Tilray Brands, Inc.","Tilray","NMS","TFSA","USD","55","15.9214545","0","2021-05-05 GMT+0200","16:08:00",,"Buy",,,,
"291","TLRY","Tilray Brands, Inc.","Tilray","NMS","TFSA","USD","55","13.39","9.95","2021-09-07 GMT+0200","16:32:00",,"Sell","FIFO",,,

"292","PLUG","Plug Power, Inc.",,"NCM","TFSA","USD",,,,,,,,,,,
"293","PLUG","Plug Power, Inc.",,"NCM","TFSA","USD","23","28.02","9.95","2021-05-20 GMT+0200","15:41:00",,"Buy",,,,
"294","PLUG","Plug Power, Inc.",,"NCM","TFSA","USD","23","9.0931","9.95","2023-04-10 GMT+0200","17:55:00","0","Sell","FIFO",,,

"295","CLOU","Global X Cloud Computing ETF",,"NGM","TFSA","USD",,,,,,,,,,,
"296","CLOU","Global X Cloud Computing ETF",,"NGM","TFSA","USD","17","28.87","9.95","2021-08-17 GMT+0200","20:04:00",,"Buy",,,,
"297","CLOU","Global X Cloud Computing ETF",,"NGM","TFSA","USD","7.94","0","0","2022-01-07 GMT+0200","21:19:00",,"Dividend","FIFO",,,
"298","CLOU","Global X Cloud Computing ETF",,"NGM","TFSA","USD","0","25.16","9.95","2025-01-24 GMT+0200","21:30:00","0","Sell All","FIFO",,,

"299","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","TFSA","USD",,,,,,,,,,,
"300","FNGU","MicroSectors FANG+ 3X Leveraged",,"PCX","TFSA","USD","495","19.25","9.95","2025-05-16 GMT+0200","16:14:00","0","Buy",,,,

"301","CRWD","CrowdStrike Holdings, Inc.",,"NMS","TFSA","USD",,,,,,,,,,,
"302","CRWD","CrowdStrike Holdings, Inc.",,"NMS","TFSA","USD","5","244.3699","9.95","2021-09-30 GMT+0200","15:53:00",,"Buy",,,,
"303","CRWD","CrowdStrike Holdings, Inc.",,"NMS","TFSA","USD","5","256.2749","9.95","2021-11-15 GMT+0200","17:25:00",,"Sell","FIFO",,,

"304","MRVL","Marvell Technology, Inc.",,"NMS","TFSA","USD",,,,,,,,,,,
"305","MRVL","Marvell Technology, Inc.",,"NMS","TFSA","USD","10","85.82","9.95","2022-01-12 GMT+0200","16:44:00",,"Buy",,,,
"306","MRVL","Marvell Technology, Inc.",,"NMS","TFSA","USD","0.51","0","0","2022-04-27 GMT+0200","15:44:00",,"Dividend","FIFO",,,
"307","MRVL","Marvell Technology, Inc.",,"NMS","TFSA","USD","0.51","0","0","2022-07-27 GMT+0200","20:53:00",,"Dividend","FIFO",,,
"308","MRVL","Marvell Technology, Inc.",,"NMS","TFSA","USD","0.51","0","0","2022-10-27 GMT+0200","06:29:00","0","Dividend","FIFO",,,
"309","MRVL","Marvell Technology, Inc.",,"NMS","TFSA","USD","0.51","0","0","2023-01-26 GMT+0200","04:25:00","0","Dividend","FIFO",,,
"310","MRVL","Marvell Technology, Inc.",,"NMS","TFSA","USD","10","39.681","9.95","2023-04-10 GMT+0200","17:57:00","0","Sell","FIFO",,,
"311","MRVL","Marvell Technology, Inc.",,"NMS","TFSA","USD","0.51","0","0","2023-04-26 GMT+0200","23:15:00","0","Dividend","FIFO",,,

"312","NFLX","Netflix, Inc.",,"NMS","TFSA","USD",,,,,,,,,,,
"313","NFLX","Netflix, Inc.",,"NMS","TFSA","USD","2","523.4199","9.95","2022-01-20 GMT+0200","16:42:00","1.25104","Buy",,,,
"314","NFLX","Netflix, Inc.",,"NMS","TFSA","USD","10","1","0","2025-11-18 GMT+0200","21:51:00","0","Split",,,,

"315","SHEL","Shell PLC",,"NYQ","TFSA","USD",,,,,,,,,,,
"316","SHEL","Shell PLC",,"NYQ","TFSA","USD","15","34.5799","9.95","2020-06-10 GMT+0200","06:00:00","1.34218","Buy",,,,
"317","SHEL","Shell PLC",,"NYQ","TFSA","USD","15","28.4301","9.95","2020-08-28 GMT+0200","17:32:00","1.31229","Sell","FIFO",,,
"318","SHEL","Shell PLC",,"NYQ","TFSA","USD","4.8","0","0","2020-09-21 GMT+0200","15:53:00",,"Dividend","FIFO",,,
"319","SHEL","Shell PLC",,"NYQ","TFSA","USD","22","45.83","9.95","2022-02-03 GMT+0200","16:47:00","1.26858","Buy",,,,
"320","SHEL","Shell PLC",,"NYQ","TFSA","USD","10.56","0","0","2022-03-29 GMT+0200","15:42:00",,"Dividend","FIFO",,,
"321","SHEL","Shell PLC",,"NYQ","TFSA","USD","11","0","0","2022-06-27 GMT+0200","20:55:00","0","Dividend","FIFO",,,
"322","SHEL","Shell PLC",,"NYQ","TFSA","USD","11","0","0","2022-09-20 GMT+0200","06:26:00","0","Dividend","FIFO",,,
"323","SHEL","Shell PLC",,"NYQ","TFSA","USD","11","0","0","2022-12-21 GMT+0200","18:04:00","0","Dividend","FIFO",,,
"324","SHEL","Shell PLC",,"NYQ","TFSA","USD","12.65","0","0","2023-03-27 GMT+0200","16:29:00","0","Dividend","FIFO",,,
"325","SHEL","Shell PLC",,"NYQ","TFSA","USD","12.65","0","0","2023-06-26 GMT+0200","16:58:00","0","Dividend","FIFO",,,
"326","SHEL","Shell PLC",,"NYQ","TFSA","USD","14.56","0","0","2023-09-18 GMT+0200","19:11:00","0","Dividend","FIFO",,,
"327","SHEL","Shell PLC",,"NYQ","TFSA","USD","14.56","0","0","2023-12-20 GMT+0200","17:57:00","0","Dividend","FIFO",,,
"328","SHEL","Shell PLC",,"NYQ","TFSA","USD","15.14","0","0","2024-03-25 GMT+0200","16:28:00","0","Dividend","FIFO",,,
"329","SHEL","Shell PLC",,"NYQ","TFSA","USD","15.14","0","0","2024-06-25 GMT+0200","22:23:00","0","Dividend","FIFO",,,
"330","SHEL","Shell PLC",,"NYQ","TFSA","USD","15.14","0","0","2024-09-23 GMT+0200","20:45:00","0","Dividend","FIFO",,,
"331","SHEL","Shell PLC",,"NYQ","TFSA","USD","15.14","0","0","2024-12-19 GMT+0200","16:36:00","0","Dividend","FIFO",,,
"332","SHEL","Shell PLC",,"NYQ","TFSA","USD","15.75","0","0","2025-03-24 GMT+0200","18:22:00","0","Dividend","FIFO",,,
"333","SHEL","Shell PLC",,"NYQ","TFSA","USD","15.75","0","0","2025-06-23 GMT+0200","17:14:00","0","Dividend","FIFO",,,
"334","SHEL","Shell PLC",,"NYQ","TFSA","USD","15.75","0","0","2025-09-22 GMT+0200","21:39:00",,"Dividend","FIFO",,,
"335","SHEL","Shell PLC",,"NYQ","TFSA","USD","15.75","0","0","2025-12-18 GMT+0200","22:29:00",,"Dividend","FIFO",,,

"336","ET","Energy Transfer LP",,"NYQ","TFSA","USD",,,,,,,,,,,
"337","ET","Energy Transfer LP",,"NYQ","TFSA","USD","60","12.819","9.95","2023-04-19 GMT+0200","15:35:00","0","Buy",,,,
"338","ET","Energy Transfer LP",,"NYQ","TFSA","USD","9.78","0","0","2023-05-23 GMT+0200","16:24:00","0","Dividend","FIFO",,,
"339","ET","Energy Transfer LP",,"NYQ","TFSA","USD","9.86","0","0","2023-08-21 GMT+0200","15:59:00","0","Dividend","FIFO",,,
"340","ET","Energy Transfer LP",,"NYQ","TFSA","USD","9.94","0","0","2023-11-20 GMT+0200","16:53:00","0","Dividend","FIFO",,,
"341","ET","Energy Transfer LP",,"NYQ","TFSA","USD","10.02","0","0","2024-02-20 GMT+0200","16:26:00","0","Dividend","FIFO",,,
"342","ET","Energy Transfer LP",,"NYQ","TFSA","USD","10.1","0","0","2024-05-21 GMT+0200","19:05:00","0","Dividend","FIFO",,,
"343","ET","Energy Transfer LP",,"NYQ","TFSA","USD","10.18","0","0","2024-08-20 GMT+0200","03:41:00","0","Dividend","FIFO",,,
"344","ET","Energy Transfer LP",,"NYQ","TFSA","USD","12.19","0","0","2024-11-19 GMT+0200","16:49:00","0","Dividend","FIFO",,,
"345","ET","Energy Transfer LP",,"NYQ","TFSA","USD","10.33","0","0","2025-02-19 GMT+0200","18:20:00","0","Dividend","FIFO",,,
"346","ET","Energy Transfer LP",,"NYQ","TFSA","USD","10.41","0","0","2025-05-20 GMT+0200","17:17:00","0","Dividend","FIFO",,,
"347","ET","Energy Transfer LP",,"NYQ","TFSA","USD","10.49","0","0","2025-08-19 GMT+0200","21:41:00",,"Dividend","FIFO",,,
"348","ET","Energy Transfer LP",,"NYQ","TFSA","USD","10.65","0","0","2026-02-19 GMT+0200","22:23:00",,"Dividend","FIFO",,,
"349","ET","Energy Transfer LP",,"NYQ","TFSA","USD","10.57","0","0","2026-11-19 GMT+0200","22:24:00",,"Dividend","FIFO",,,

"350","AMD","Advanced Micro Devices, Inc.",,"NMS","TFSA","USD",,,,,,,,,,,
